2227,160,1707,5,35,4
1359,159,294,4,19,5
864,320,354,5,32,4
1731,157,934,5,3,5
2080,74,1409,5,14,4
256,192,499,4,35,4
178,157,1505,5,33,2
675,248,1375,5,30,5
2299,43,1294,5,19,3
841,195,278,5,30,4
167,332,408,5,33,2
57,52,882,6,14,3
451,183,1019,1,18,4
1601,195,1062,5,30,5
1497,192,672,4,35,4
1617,181,1558,5,19,5
1850,192,1735,5,35,5
890,320,1352,5,37,4
1762,174,1875,5,32,4
2135,52,915,5,14,2
1146,16,26,5,22,4
92,65,2249,1,33,2
415,327,73,1,32,4
364,253,1418,1,14,2
937,157,1926,5,33,4
2479,57,927,5,19,4
1483,70,828,5,14,4
851,55,90,1,5,4
845,195,645,5,30,5
2267,262,1086,5,35,2
1406,139,2037,5,17,4
2580,190,2187,4,18,4
883,346,1912,5,35,5
1931,26,987,5,15,4
2393,233,807,5,18,3
65,192,2278,5,35,2
1448,192,1648,5,29,5
274,327,1160,5,32,4
876,255,1996,5,17,3
812,162,2058,5,5,4
67,160,1701,5,35,2
1299,177,1438,4,4,1
223,134,1182,1,29,5
1855,50,1389,5,18,3
795,162,1763,6,5,2
2022,326,121,4,34,3
248,134,2256,5,29,5
2379,192,463,4,35,2
2333,192,1220,4,20,4
1887,183,1229,5,29,5
2055,192,2236,1,18,5
1273,241,138,5,34,3
659,192,1681,1,35,3
2082,192,477,4,14,4
2035,7,1216,4,18,4
2418,183,2397,6,18,5
1258,222,1264,5,17,5
2123,192,521,4,33,5
731,110,1756,5,17,3
94,157,70,5,33,2
947,160,2379,6,35,4
1575,208,1066,1,30,5
665,157,1342,5,33,3
2521,192,478,5,29,5
2116,192,971,5,33,4
782,195,217,1,35,3
2460,48,1090,1,35,5
1469,22,1511,5,11,3
948,312,824,5,0,4
235,134,543,5,29,5
154,192,411,4,35,1
485,206,829,4,30,3
1677,208,1730,5,30,5
692,248,113,5,30,4
149,160,41,1,18,4
654,163,2013,1,33,3
2383,192,444,4,35,4
1943,190,2125,1,18,5
1151,16,688,5,22,4
984,276,1714,6,35,5
846,329,1278,5,37,4
1703,2,2156,4,33,4
600,160,1695,5,35,3
229,183,2302,5,18,4
198,262,1817,1,18,5
629,162,68,5,5,5
307,236,2340,4,33,2
210,234,1826,5,5,2
2210,175,946,5,25,4
2065,70,1170,5,14,3
460,165,2218,1,18,5
2500,303,2169,2,19,5
2240,333,1767,1,30,3
416,254,307,4,35,4
1341,217,422,1,4,5
314,208,648,6,30,2
914,192,1713,5,18,4
908,254,1529,4,35,4
132,327,81,5,32,4
1445,181,1557,5,19,5
1510,131,1665,5,14,3
2202,192,1452,4,14,4
2463,192,716,5,17,3
1068,134,1494,5,29,4
2103,235,1690,5,35,1
1254,70,1880,1,14,2
1111,84,1137,5,5,3
1796,73,1811,5,18,5
662,49,1916,1,18,5
1182,132,720,5,34,4
750,195,227,1,35,4
1396,207,128,5,18,5
59,155,351,5,16,4
1013,330,1469,5,37,4
262,330,558,5,37,4
163,329,107,5,37,4
792,195,226,1,35,5
2158,4,369,6,32,5
1668,157,533,4,33,4
815,33,2115,4,5,3
2171,154,880,5,33,4
2482,286,329,5,32,5
323,206,1057,4,30,4
1149,16,1643,5,22,4
1685,343,301,5,5,4
403,160,894,4,35,2
2142,160,242,1,35,4
172,157,690,5,33,4
105,110,2041,5,17,5
621,206,1060,1,30,4
312,153,2166,1,26,1
1462,336,2103,1,32,2
84,248,1083,5,30,2
1093,11,770,5,32,5
311,329,2216,5,37,2
187,208,852,5,30,4
1156,329,1525,5,37,4
308,311,863,5,35,4
1062,291,4,5,35,4
1463,160,886,4,35,4
1845,157,1520,5,1,3
2149,118,50,5,32,5
715,110,1268,5,17,5
192,208,2026,5,30,5
588,329,2290,5,37,2
199,248,353,5,30,2
1139,16,714,5,22,4
2413,192,445,4,14,2
358,52,2057,5,14,4
1801,19,2056,5,5,4
380,231,1602,6,30,4
676,110,2066,5,17,5
603,336,744,5,32,4
895,282,1857,5,17,5
2219,63,1434,4,0,1
2270,249,692,5,30,4
2199,176,2197,4,34,3
2537,192,529,4,29,5
1091,11,810,5,32,4
1915,113,2401,1,18,5
2313,344,1883,5,32,4
1154,84,1134,5,5,4
2092,52,911,5,14,4
2217,192,621,5,14,5
2291,249,261,5,30,4
267,157,1625,4,33,2
1486,174,1486,5,32,5
2147,160,895,4,35,3
1546,192,630,5,14,4
832,55,1225,5,5,4
666,145,196,5,32,1
196,192,476,4,16,1
1065,291,3,5,35,5
2046,57,1588,5,19,4
693,35,2119,6,5,2
151,262,1047,5,18,3
465,192,2006,1,35,2
1718,330,776,4,37,2
2317,154,868,1,33,4
2406,264,2183,5,5,1
1478,237,2238,5,33,4
2294,254,2191,1,18,4
1939,154,958,5,21,5
1346,207,126,5,18,4
1530,153,2060,5,26,4
747,192,2096,5,35,4
179,157,1097,5,33,3
829,208,1126,1,30,5
135,320,696,5,32,3
1951,192,482,4,35,5
780,206,1059,5,30,4
2161,195,269,5,30,5
72,192,628,5,18,4
1975,192,1975,5,11,3
1330,254,1530,6,18,5
2467,208,2351,5,30,4
2432,65,2400,1,33,4
2570,290,417,5,33,5
1473,157,877,4,33,5
2425,192,1841,4,14,5
1233,192,1805,5,6,3
2416,345,820,1,5,5
949,132,926,5,34,4
1559,162,2059,5,5,4
1509,192,641,1,18,4
1457,192,387,5,29,4
1620,221,725,5,19,3
2043,199,1200,1,19,5
766,66,150,1,33,4
2228,192,1741,1,18,5
1222,192,1972,4,11,4
1852,183,2310,1,35,3
927,208,1129,1,30,5
1362,159,939,5,19,4
480,298,1357,1,35,3
1318,192,2031,1,18,4
563,350,668,5,33,3
1836,331,2213,5,19,5
971,13,1999,1,35,5
2519,90,58,6,30,1
2477,126,1941,5,32,5
1867,350,1645,1,33,4
232,110,1255,5,17,5
565,23,2154,1,34,4
346,208,223,1,30,3
316,319,2136,1,32,4
1056,4,664,5,32,5
2496,192,1981,5,11,5
1282,134,1659,5,29,2
456,327,1161,1,32,4
1898,162,2068,1,5,3
161,208,753,5,30,1
1503,195,221,1,35,3
461,248,2179,5,30,4
2503,264,2184,1,5,1
2376,192,633,4,33,3
1799,300,2101,1,35,2
887,346,401,5,35,4
804,147,40,4,33,1
2276,192,526,4,35,3
445,354,2204,5,32,2
608,134,2061,5,29,5
1740,162,243,5,5,5
1491,206,1632,5,30,4
2130,124,93,5,14,4
1567,192,674,4,18,5
848,84,2024,4,5,4
1190,251,793,1,18,4
1693,157,989,4,21,5
2448,120,1837,4,29,4
2182,154,1004,5,33,4
408,86,29,5,37,2
345,183,281,5,18,4
182,183,396,5,18,3
866,162,1304,5,5,4
1856,110,873,4,17,5
2191,41,2366,5,32,4
43,127,1035,1,32,1
751,195,1903,4,30,5
658,208,851,4,30,4
2574,7,2051,4,18,4
2323,200,1120,5,18,5
243,183,2305,5,18,5
2271,263,357,5,5,5
1418,206,1636,5,30,1
2372,148,1009,1,5,4
1769,159,297,5,19,5
366,214,1551,5,26,2
1470,157,878,4,33,4
389,157,2340,5,33,2
39,153,2167,1,26,3
596,298,1188,5,35,1
2442,192,505,4,20,4
1832,350,881,5,33,4
1343,151,1029,5,35,3
1180,336,2358,5,32,4
777,177,1493,5,4,2
1240,155,181,5,19,4
2266,192,634,4,33,4
1760,190,812,1,18,5
2367,249,27,5,30,4
2224,332,2363,5,16,4
1252,295,932,5,34,2
1774,116,2077,5,5,5
222,183,2303,5,18,3
1831,138,1615,5,18,4
1705,221,723,5,19,5
1701,245,1492,5,18,5
2165,275,1445,4,0,3
1815,186,796,5,18,4
374,329,108,5,37,4
303,208,646,6,30,3
2535,192,524,4,35,5
110,153,70,5,26,1
680,330,1117,5,37,2
691,159,683,4,19,2
377,256,801,1,14,4
27,192,599,5,18,4
813,177,2063,5,4,2
333,192,177,4,35,2
2536,142,922,5,12,4
1221,6,1865,5,17,5
2411,158,306,5,35,4
45,110,1269,5,17,5
837,192,2276,5,35,5
788,318,12,5,32,5
1984,192,355,4,14,5
686,168,1292,5,17,5
979,276,1380,6,35,4
2541,192,525,4,35,5
1821,183,2308,1,35,3
1392,172,1329,5,35,4
730,110,1757,5,17,5
2350,192,442,4,14,4
2539,192,592,4,14,4
817,271,238,1,32,4
1339,130,995,6,33,4
1280,51,2129,5,32,5
995,132,922,5,34,3
1037,61,563,5,30,4
2010,154,1727,5,21,4
299,153,2175,1,26,4
1142,16,1337,5,22,4
614,74,2162,5,14,2
1126,77,1313,5,17,4
52,110,305,5,17,4
1695,157,534,4,33,5
1613,160,1085,1,18,3
1081,51,44,5,32,3
1206,37,699,5,32,1
717,192,1680,1,35,3
2066,161,766,5,18,5
2426,54,2320,4,35,1
1209,23,2143,5,34,3
1428,183,391,5,18,3
1589,58,1288,5,19,4
1160,249,267,5,30,4
1293,183,1642,5,29,5
2310,220,1346,5,1,4
1853,26,960,5,15,4
116,157,1379,5,33,4
429,230,317,5,26,4
1442,155,24,5,29,4
1022,101,1656,5,30,5
114,248,1097,5,30,3
1287,129,1151,5,18,5
1429,192,1803,5,6,4
741,336,737,5,32,2
2167,88,2326,4,4,3
2071,4,2199,5,32,5
2566,192,596,5,14,5
83,192,619,5,18,2
2404,181,1560,5,29,5
859,311,863,4,35,4
2531,318,1608,5,5,5
1453,192,1039,5,29,5
1642,29,785,4,4,1
526,13,2027,5,35,1
356,160,1704,5,35,2
2218,314,2062,5,32,4
2185,192,1732,5,18,5
2325,220,1345,5,1,4
422,329,1284,1,37,4
488,122,165,1,14,4
121,206,158,5,30,4
435,168,1315,5,17,5
667,192,1679,1,35,3
502,277,152,1,33,2
1059,159,1498,5,19,3
2173,154,1001,5,33,4
1112,157,1507,5,33,4
2298,192,513,4,35,4
939,219,2181,4,34,4
2421,318,137,5,32,5
1757,353,923,5,23,3
1283,195,1490,4,30,4
233,134,2248,1,29,4
2101,249,1617,5,30,4
1802,192,483,4,35,4
1679,293,2346,1,32,4
1784,310,766,5,18,5
51,110,542,5,17,5
2578,192,453,4,35,2
897,62,361,5,9,4
103,327,2329,5,32,3
1656,157,1072,4,33,4
613,240,1158,1,37,3
1164,177,201,1,4,2
2510,181,1565,5,19,5
986,208,1074,5,30,4
1910,192,371,6,35,3
1865,157,1932,4,21,4
200,195,225,1,35,5
2117,1,1399,1,33,4
241,71,825,6,35,4
896,330,743,5,37,4
2064,195,61,5,35,5
1674,61,567,4,30,4
2000,192,337,1,18,5
1952,327,1171,5,32,4
2327,192,514,4,35,4
1603,246,1244,5,17,5
1079,51,45,5,32,5
2168,314,1779,5,32,5
1461,192,448,4,29,4
2490,192,601,5,11,4
2548,206,1613,5,30,5
2091,181,1559,4,19,5
2268,192,1450,5,14,5
304,157,1598,1,33,4
634,19,1936,1,5,1
270,341,658,5,32,2
1337,243,330,5,35,5
922,277,1915,1,33,1
1101,59,2064,4,17,5
120,248,140,5,30,4
2077,192,447,4,14,5
214,160,2389,6,35,2
1905,216,1454,5,10,4
601,335,2261,5,32,4
1911,192,673,4,18,5
1555,132,966,5,34,4
2261,287,2233,1,18,4
976,192,643,1,18,4
572,160,2390,6,35,3
1018,249,708,5,30,5
106,89,2245,5,33,1
633,178,1849,5,30,4
146,157,1595,5,33,2
1244,319,2318,5,5,4
453,195,214,1,35,3
1588,167,1589,5,19,4
1834,331,2211,5,19,5
1245,256,907,5,14,4
1288,256,1662,1,14,4
723,110,1245,5,17,5
2355,161,1373,5,18,4
1128,153,2045,5,26,3
509,327,1167,1,32,4
2502,110,1482,5,24,1
2102,192,502,4,18,5
1088,11,2194,5,32,4
2361,192,578,1,14,5
2108,334,705,5,32,1
1652,182,1204,5,19,5
885,346,1332,5,35,5
2345,258,399,5,30,5
1385,289,2372,5,18,4
1370,212,1506,5,33,3
2245,192,2350,4,14,4
255,157,1497,4,33,4
55,105,689,5,5,1
1763,111,2294,5,18,5
1535,256,1461,5,14,4
1427,205,1330,1,35,4
1228,160,1861,5,18,4
1725,4,2343,5,32,3
698,192,368,6,35,4
1994,192,762,1,18,5
668,240,1169,1,37,2
2394,192,480,4,14,4
552,281,1148,5,17,3
746,116,76,1,5,1
2244,124,99,5,14,4
1822,168,1280,5,17,4
2564,285,1215,5,16,4
1840,68,2185,5,32,3
1279,132,951,5,34,4
1174,112,407,5,18,4
1953,225,1955,5,29,5
309,208,647,6,30,4
2053,160,898,4,35,4
58,327,37,5,32,3
738,192,2297,1,18,4
171,248,1042,5,30,4
152,341,2111,5,32,5
2532,192,1398,1,18,5
2012,154,2334,5,33,2
1144,16,1146,5,22,4
2545,120,945,5,29,5
459,79,863,5,35,3
2044,52,792,4,14,3
1323,84,1133,5,5,2
2285,63,1431,4,0,3
972,272,2094,5,5,3
266,330,1283,5,37,4
784,93,265,6,5,3
2340,192,1747,4,20,4
1581,323,28,5,37,2
1552,22,1517,5,33,4
1324,237,964,5,33,4
1361,159,293,5,19,5
46,110,1256,5,17,3
2332,192,1990,5,20,4
2427,10,763,5,18,2
497,192,583,5,18,4
673,201,815,5,30,3
1271,225,1951,5,29,5
708,341,1626,5,32,2
1770,116,2074,1,5,5
607,219,155,4,34,1
2505,7,2137,1,18,4
1212,237,969,5,33,4
870,282,1277,5,17,4
1779,34,902,5,32,3
2440,162,1795,5,5,5
2127,275,1443,4,0,2
329,163,64,1,33,4
472,298,2100,1,35,4
1383,289,702,5,18,5
2111,192,454,4,14,4
1419,329,1397,4,37,4
2316,192,440,4,18,5
758,116,102,1,5,3
1043,35,1790,5,5,3
1176,160,1478,5,18,4
2351,0,283,5,16,4
424,228,1429,5,32,3
127,329,1240,5,37,2
898,150,420,4,5,1
1558,193,147,4,4,2
155,153,1543,5,26,5
1556,38,836,5,16,4
2552,181,1581,1,19,5
754,195,59,5,35,4
2461,73,805,5,18,5
576,165,2217,1,18,4
508,248,140,4,30,4
981,238,1807,5,35,4
1052,4,662,5,32,5
2464,333,686,1,30,2
85,192,610,5,18,4
1619,192,389,5,29,4
2015,57,1591,5,19,5
1596,317,2361,5,19,3
2368,249,405,5,30,4
1409,20,2055,5,5,4
785,255,1023,5,17,4
1676,5,675,5,19,5
2034,63,1440,4,0,3
889,346,1793,5,35,4
2433,192,465,4,18,4
1229,137,2265,5,18,2
2050,181,1566,4,19,5
2029,265,923,4,0,2
1134,98,1092,5,30,4
203,195,209,1,35,2
1110,76,730,5,30,5
869,330,735,5,37,3
2489,192,459,4,11,3
1432,155,1872,5,29,5
2363,249,258,5,30,4
2384,264,35,5,5,5
108,294,1676,1,35,2
1749,350,1075,5,33,5
533,208,727,5,30,5
95,336,64,5,32,1
393,123,657,6,5,2
1828,314,1831,5,32,5
1631,192,642,1,18,4
2131,183,1228,5,29,4
899,62,385,5,9,5
3,332,2250,5,33,2
1673,146,186,5,32,4
1121,256,1462,5,5,4
2408,158,327,5,35,4
405,108,781,5,19,3
1019,249,1104,5,30,4
1104,339,927,5,4,4
1886,183,304,1,29,4
1148,16,1338,5,22,4
1357,159,1311,4,19,5
448,327,1159,1,32,4
245,266,250,5,30,4
336,266,984,5,30,4
1521,160,748,6,18,5
977,276,2374,5,35,5
340,262,1048,5,18,4
2562,24,1273,5,37,4
2437,192,1733,1,18,5
739,116,98,1,5,4
1127,29,784,4,4,2
2172,154,1000,5,33,4
1961,121,321,4,34,5
277,330,1467,5,37,4
302,248,212,1,30,4
1750,168,872,4,17,5
1516,164,1330,5,18,4
1051,160,1862,5,18,4
220,336,736,5,32,3
1955,192,1736,5,35,5
1713,31,1533,5,19,5
679,159,681,4,19,3
2087,192,1312,5,14,4
1872,113,764,5,18,5
2409,158,1842,5,35,4
48,110,1929,5,17,3
477,178,1206,5,30,3
2107,192,1184,5,2,5
1163,35,1792,5,5,3
1878,183,685,1,29,5
2575,249,1106,5,30,5
1275,342,1719,5,32,5
1186,192,1802,5,6,4
117,206,1724,5,30,4
1574,34,2108,5,32,4
2020,124,92,5,5,4
1562,134,1661,5,29,2
1242,299,709,6,35,4
1389,306,2288,5,34,1
655,30,1316,5,17,3
1298,87,1191,1,30,4
854,150,419,1,5,4
396,330,161,1,37,5
2156,4,370,6,32,2
512,208,166,1,30,4
549,168,2176,5,17,4
37,153,1547,5,26,3
1751,174,2053,5,32,5
1246,13,1686,5,35,4
2446,120,415,4,29,5
216,160,896,4,35,2
1776,116,2073,1,5,5
1030,249,34,5,30,4
1744,4,2342,5,32,5
767,66,1360,1,33,1
1630,195,1130,1,5,2
942,123,671,5,5,3
1475,22,530,4,33,3
1633,3,1285,4,37,4
2249,152,2128,5,32,4
1411,4,1657,5,32,4
444,178,302,5,30,3
1646,191,2033,6,37,4
816,330,1470,5,37,4
687,192,528,4,14,4
805,7,2132,1,18,1
2328,229,1888,5,5,3
1504,162,2116,5,5,5
2176,154,1008,5,33,5
118,208,162,5,30,4
2572,233,809,5,18,1
1993,192,1745,5,18,5
689,163,1426,1,33,2
933,208,1129,4,30,5
1786,192,372,6,35,5
1034,339,944,4,4,2
856,147,1360,1,33,5
2358,263,1609,1,5,4
2472,75,1424,5,32,4
1612,261,1921,5,25,3
2247,192,1821,1,18,5
25,192,619,5,18,3
1084,177,1437,4,4,1
1809,161,1372,1,18,5
2265,192,486,4,18,3
1138,287,652,5,18,5
184,183,395,5,18,4
80,320,70,5,32,4
501,195,1393,5,30,3
253,195,228,1,35,5
559,332,1666,4,33,3
838,255,1994,5,17,4
1069,192,1738,1,18,5
261,330,1468,5,37,4
1990,192,424,4,18,5
1039,160,203,1,35,5
458,327,1153,1,32,4
1458,192,1648,1,29,4
431,320,352,5,32,2
1057,4,663,5,32,4
2007,195,1766,5,36,4
1130,192,173,4,35,4
728,110,1754,5,17,5
1075,51,46,5,32,5
2220,208,253,5,30,5
284,192,495,4,14,5
1304,192,615,5,14,5
1877,183,1179,5,29,5
1697,302,883,5,28,5
863,110,2042,5,17,5
313,208,650,6,30,5
827,208,1675,5,30,5
1883,183,1224,5,29,4
1194,208,1384,1,30,4
1967,308,1107,5,18,5
589,329,2020,1,37,5
455,19,1962,4,5,1
1360,159,1339,5,19,4
1468,157,876,4,33,5
2088,192,575,1,14,4
1009,339,943,4,4,2
164,320,64,5,32,4
2164,314,1771,5,32,5
1941,324,741,5,23,2
231,110,1481,5,17,5
1823,181,1231,5,19,4
73,192,600,5,18,4
1900,108,55,5,19,5
1861,44,1499,4,23,1
2075,168,1290,5,17,5
1577,157,1627,5,33,4
2222,197,2338,5,19,5
823,208,1129,5,30,5
1700,4,768,5,32,4
1651,237,315,5,19,4
531,350,140,5,33,3
926,108,2321,5,19,2
605,147,78,4,33,4
2554,351,924,5,12,4
491,116,101,5,5,4
1580,61,567,5,30,4
1266,6,1868,4,17,4
209,192,2003,1,35,3
719,192,2095,5,35,3
1297,77,1308,5,17,3
2507,110,1673,5,17,4
2205,160,241,1,35,4
944,332,1510,5,33,3
1622,195,1670,5,35,4
1495,280,947,4,19,4
1882,183,1178,1,29,5
1560,130,997,6,33,4
319,160,1702,5,35,4
1217,52,791,4,14,4
1873,328,2355,1,32,1
1329,329,1508,4,37,1
2429,190,2186,4,18,4
1722,31,1531,5,19,5
1207,192,2298,1,18,5
99,327,1157,5,32,2
1388,208,134,5,30,4
503,89,1328,5,33,1
699,192,494,4,35,4
2410,158,1183,5,35,4
1490,192,1971,4,11,4
337,160,1700,5,35,5
722,349,1847,1,18,4
1066,291,6,5,35,4
678,333,1123,1,30,4
1721,246,1251,5,17,5
1049,177,198,1,4,2
882,282,721,5,17,5
464,157,2322,5,33,3
936,346,1320,5,35,5
391,183,854,5,18,5
1277,329,1363,5,37,2
690,160,2384,6,35,4
